date,killer,time,map,kills,bloodpoints,salt,addon1,addon2,perk1,perk2,perk3,perk4,crossplay,platform,notes
2021-02-20,Ghostface,719,,4,29396,0,Walleyes Matchbook,Cheap Cologne,Sloppy,Surge,Pop,Discordance,0,PS4,
2021-02-20,Ghostface,747,,3,24851,0,Walleyes Matchbook,Cheap Cologne,Sloppy,Surge,Pop,Discordance,0,PS4,
2021-02-21,Ghostface,712,,1,23618,0,Walleyes Matchbook,Cheap Cologne,Sloppy,Surge,Pop,Discordance,0,PS4,
2021-02-21,Ghostface,733,,4,26015,0,Chewed Pen,Olsen's Address Book,Pop,Surge,Sloppy,Discordance,0,PS4,
2021-02-21,Ghostface,755,,3,21103,0,Chewed Pen,Olsen's Address Book,I'm All Ears,Surge,Pop,Discordance,0,PS4,
2021-02-21,Ghostface,1553,,4,29512,0,Chewed Pen,Olsen's Address Book,I'm All Ears,Surge,Pop,Discordance,0,PS4,
2021-02-21,Ghostface,2250,,2,26759,0,Chewed Pen,Olsen's Address Book,BBQ,Surge,Pop,Discordance,0,PS4,
2021-02-21,Ghostface,2312,,4,29710,0,Walleyes Matchbook,Olsen's Address Book,BBQ,Surge,Pop,Discordance,0,PS4,
2021-02-22,Ghostface,16,,4,29797,0,Walleyes Matchbook,Olsen's Address Book,BBQ,Surge,Pop,Discordance,0,PS4,
2021-02-22,Ghostface,512,,1,25905,0,Walleyes Matchbook,Olsen's Address Book,BBQ,Surge,Pop,Discordance,1,PS4,
2021-02-22,Ghostface,530,,0,22647,0,Walleyes Matchbook,Olsen's Address Book,BBQ,Surge,Pop,Discordance,1,PS4,
2021-02-22,Spirit,555,,4,32000,0,Bloody Hair Brooch,Rin's Broken Watch,BBQ,Pop,Surge,Discordance,1,PS4,
2021-02-22,Spirit,635,,4,30272,0,Bloody Hair Brooch,Rin's Broken Watch,BBQ,Pop,Surge,Discordance,1,PS4,
2021-02-22,Ghostface,1013,,3,24819,0,Chewed Pen,Olsen's Address Book,BBQ,Pop,Surge,Discordance,1,PS4,
2021-02-22,Ghostface,1235,,1,22987,0,Chewed Pen,Lasting Perfume,BBQ,Pop,Surge,Whispers,1,PS4,
2021-02-22,Ghostface,1256,,0,20065,0,Driver's License,Victim's Detailed Routine,BBQ,Pop,Surge,Whispers,1,PS4,
2021-02-23,Ghostface,135,,4,32000,0,Walleyes Matchbook,Lasting Perfume,BBQ,Pop,Surge,Discordance,0,PS4,
2021-02-23,Ghostface,255,,1,23446,0,Walleyes Matchbook,Lasting Perfume,BBQ,Pop,Surge,Discordance,0,PS4,
2021-02-23,Spirit,418,,0,24368,0,Bloody Hair Brooch,Rin's Broken Watch,BBQ,Pop,NOED,Discordance,0,PS4,
2021-02-23,Ghostface,437,,1,19151,0,Chewed Pen,Olsen's Address Book,BBQ,Pop,Surge,Discordance,1,PS4,
2021-02-23,Ghostface,804,,0,15021,0,Chewed Pen,Olsen's Address Book,BBQ,Pop,Surge,Discordance,1,PS4,
2021-02-23,Spirit,848,,0,20272,0,Bloody Hair Brooch,Rin's Broken Watch,BBQ,Pop,Stridor,Discordance,0,PS4,
2021-02-23,Pig,823,,4,20948,0,Combat Straps,Last Will,Monitor,Whispers,BBQ,Pop,1,PS4,
2021-02-23,Pig,947,,1,21276,0,Combat Straps,Last Will,Monitor,Whispers,Spirit Fury,Enduring,1,PS4,
2021-02-23,Pig,1307,,3,23488,0,Combat Straps,Last Will,Monitor,Whispers,Brutal,Enduring,1,PS4,
2021-02-23,Pig,1929,,4,23237,0,Combat Straps,Last Will,Monitor,Whispers,Brutal,Enduring,1,PS4,
2021-02-23,Pig,1947,,3,21191,0,Crate of Gears,Tampered Timer,Monitor,Whispers,Brutal,Enduring,1,PS4,
2021-02-23,Pig,2002,,4,22105,0,Crate of Gears,Tampered Timer,Monitor,Whispers,Brutal,Enduring,1,PS4,
2021-02-23,Pig,2035,,4,27884,0,Crate of Gears,Tampered Timer,Monitor,Whispers,Brutal,Enduring,1,PS4,
2021-02-24,Ghostface,1548,,1,23408,0,Chewed Pen,Olsen's Address Book,BBQ,Pop,Surge,Discordance,0,PS4,
2021-02-24,Pig,1349,,3,24760,0,Crate of Gears,Tampered Timer,Monitor,Whispers,Brutal,Enduring,1,PS4,
2021-02-24,Spirit,1529,,0,17039,0,Bloody Hair Brooch,Rin's Broken Watch,BBQ,Surge,Pop,Discordance,0,PS4,
2021-02-24,Legion,1649,,3,22767,0,Mischief List,Etched Ruler,BBQ,Surge,Bamboozle,Enduring,0,PS4,
2021-02-24,Pig,1707,,1,21184,0,Crate of Gears,Tampered Timer,Monitor,Whispers,Bamboozle,Enduring,0,PS4,
2021-02-25,Legion,319,,4,25917,1,Mischief List,Etched Ruler,BBQ,Surge,Bamboozle,Enduring,0,PS4,
2021-02-25,Pig,224,,2,22844,0,Combat Straps,Last Will,Monitor,Whispers,Bamboozle,Enduring,0,PS4,
2021-02-25,Ghostface,246,,4,27146,0,Chewed Pen,Olsen's Address Book,BBQ,Pop,Surge,Discordance,0,PS4,
2021-02-25,Huntress,304,,1,23285,0,Flowery Babushka,Infantry Belt,Nurse,Discordance,Pop,Iron Maiden,0,PS4,
2021-02-25,Ghostface,337,,1,17000,0,Chewed Pen,Olsen's Address Book,BBQ,Pop,Surge,Discordance,0,PS4,
2021-02-25,Pig,356,,0,15825,0,Combat Straps,Last Will,Monitor,Whispers,Pop,Enduring,1,PS4,
2021-02-25,Pig,444,,4,29210,0,Combat Straps,Last Will,Monitor,Whispers,Pop,Enduring,1,PS4,
2021-02-25,Pig,605,,1,20512,1,Combat Straps,Last Will,Monitor,Whispers,Pop,Enduring,1,PS4,
2021-02-25,Ghostface,623,,0,24660,1,Walleyes Matchbook,Olsen's Address Book,BBQ,Surge,Pop,Sloppy,1,PS4,
2021-02-25,Ghostface,644,,0,12984,0,Chewed Pen,Olsen's Address Book,Surge,Pop,Nurse,Sloppy,1,PS4,
2021-02-25,Ghostface,707,,0,19953,0,Chewed Pen,Olsen's Address Book,Surge,Pop,Nurse,Sloppy,1,PS4,
2021-02-25,Legion,822,,1,24937,0,Mischief List,Etched Ruler,Surge,Bamboozle,Spirit Fury,Enduring,1,PS4,
2021-02-25,Legion,840,,0,22498,0,Mural Sketch,Mischief List,Surge,Bamboozle,Spirit Fury,Enduring,1,PS4,
2021-02-25,Legion,858,,0,22996,0,Mischief List,Etched Ruler,Bamboozle,Brutal,Spirit Fury,Enduring,1,PS4,
2021-02-25,Legion,916,,1,25649,0,Stolen Sketchbook,Cold Dirt,BBQ,Bamboozle,Spirit Fury,Enduring,1,PS4,
2021-02-25,Legion,1153,,4,30765,0,Stolen Sketchbook,Mural Sketch,BBQ,Bamboozle,Spirit Fury,Enduring,1,PS4,
2021-02-25,Legion,1313,,0,27500,1,Stolen Sketchbook,Mural Sketch,BBQ,Bamboozle,Spirit Fury,Enduring,1,PS4,
2021-02-25,Legion,1343,,3,31614,0,Stolen Sketchbook,Cold Dirt,Surge,Bamboozle,Spirit Fury,Enduring,1,PS4,
2021-02-25,Legion,1537,,3,27695,0,Stolen Sketchbook,Mural Sketch,Thanatophobia,Bamboozle,Spirit Fury,Enduring,1,PS4,
2021-02-26,Legion,646,,0,18206,0,Stolen Sketchbook,Mural Sketch,BBQ,Bamboozle,Spirit Fury,Enduring,1,PS4,
2021-02-26,Spirit,809,,4,31950,0,Bloody Hair Brooch,Rin's Broken Watch,Sloppy,Pop,Surge,Discordance,1,PS4,
2021-02-26,Ghostface,712,,4,29815,0,Chewed Pen,Olsen's Address Book,Ruin,Undying,Nurse,Sloppy,1,PS4,
2021-02-26,Pig,745,,1,20179,0,Combat Straps,Last Will,Monitor,Whispers,Bamboozle,Enduring,1,PS4,
2021-02-26,Trapper,831,,0,17500,0,Iridescent Stone,Trapper Bag,Agitation,Iron Grasp,Corrupt,Surge,1,PS4,
2021-02-26,Trapper,845,,2,16302,1,Iridescent Stone,Trapper Bag,Agitation,Iron Grasp,Corrupt,Mad Grit,1,PS4,
2021-02-26,Pig,1053,,1,19252,0,Combat Straps,Last Will,Monitor,Whispers,Brutal,Enduring,1,PS4,
2021-02-26,Pig,1108,,3,23951,0,Combat Straps,Last Will,Monitor,Whispers,Bamboozle,Enduring,1,PS4,
2021-02-26,Pig,1530,,0,25268,0,Combat Straps,Last Will,Monitor,Whispers,Bamboozle,Enduring,1,PS4,
2021-02-26,Pig,1549,,2,23064,0,Combat Straps,Last Will,Monitor,Whispers,Brutal,Enduring,1,PS4,
2021-02-27,Pig,401,,2,17354,-1,Combat Straps,Last Will,Monitor,Whispers,Bamboozle,Enduring,0,PS4,
2021-02-27,Pig,338,,3,23098,0,Combat Straps,Last Will,Monitor,Whispers,Brutal,Enduring,1,PS4,
2021-02-27,Pig,414,,4,16834,0,Combat Straps,Last Will,Monitor,Whispers,Spirit Fury,Enduring,1,PS4,
2021-02-27,Pig,430,,4,25391,0,Combat Straps,Last Will,Monitor,Whispers,Spirit Fury,Enduring,1,PS4,
2021-02-27,Pig,502,,3,27161,3,Combat Straps,Last Will,Monitor,Whispers,Spirit Fury,Enduring,1,PS4,
2021-02-27,Pig,523,,4,28028,1,Combat Straps,Last Will,Monitor,Whispers,Spirit Fury,Enduring,1,PS4,
2021-02-27,Ghostface,615,,3,28961,0,Chewed Pen,Olsen's Address Book,BBQ,Discordance,Pop,Surge,1,PS4,
2021-02-27,Ghostface,629,,2,16518,0,Chewed Pen,Olsen's Address Book,BBQ,Nurse,Sloppy,Surge,1,PS4,
2021-02-27,Legion,740,,0,24713,0,Stolen Sketchbook,Cold Dirt,BBQ,Bamboozle,Spirit Fury,Enduring,1,PS4,
2021-02-27,Legion,708,,2,23197,0,Mischief List,Etched Ruler,BBQ,Bamboozle,Spirit Fury,Enduring,1,PS4,
2021-02-27,Ghostface,725,,2,17312,0,Chewed Pen,Lasting Perfume,Surge,Bamboozle,Spirit Fury,Enduring,1,PS4,
2021-02-27,Huntress,757,,4,28654,0,Flowery Babushka,Infantry Belt,Nurse,Discordance,Ruin,Undying,1,PS4,
2021-02-27,Ghostface,1322,,4,30973,0,Chewed Pen,Olsen's Address Book,BBQ,Surge,Pop,Discordance,1,PS4,
2021-05-01,Spirit,112,,3,29705,0,Kaiun Talisman,Muddy Sports Day Cap,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-01,Spirit,127,,3,25217,0,Kaiun Talisman,Muddy Sports Day Cap,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-01,Spirit,148,,4,31440,1,Kaiun Talisman,Muddy Sports Day Cap,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-01,Spirit,212,,3,30300,0,Kaiun Talisman,Muddy Sports Day Cap,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-01,Spirit,1141,,4,29750,0,Kaiun Talisman,Muddy Sports Day Cap,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-01,Spirit,1529,,4,29780,1,Kaiun Talisman,Muddy Sports Day Cap,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-01,Nurse,1552,,0,26352,0,Fragile Wheeze,Dark Cincture,Thrill,Ruin,Thanatophobia,Nurse,1,PC,
2021-05-01,Spirit,1613,,1,28200,0,Kaiun Talisman,Muddy Sports Day Cap,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-01,Spirit,2210,,4,28660,1,Kaiun Talisman,Muddy Sports Day Cap,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-02,Spirit,1119,,4,26800,4,Dirty Uwabaki,Katsumori Talisman,BBQ,Stridor,Surge,Ruin,1,PC,4stack abusing breakdown
2021-05-02,Spirit,1717,,1,24162,0,Dirty Uwabaki,Katsumori Talisman,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-02,Spirit,1737,,2,30537,0,Katsumori Talisman,Muddy Sports Day Cap,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-02,Spirit,1945,,2,27506,0,Dirty Uwabaki,Kaiun Talisman,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-02,Spirit,2300,,4,31800,0,Kaiun Talisman,Katsumori Talisman,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-03,Freddy,1622,,4,32000,0,Outdoor Rope,Wool Shirt,Remember Me,Blood Warden,None,None,1,PC,
2021-05-03,Spirit,2314,,4,27592,0,Kaiun Talisman,Muddy Sports Day Cap,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-04,Spirit,1037,,0,17550,0,Kaiun Talisman,Muddy Sports Day Cap,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-04,Huntress,1114,Torment Creek,1,24331,0,Infantry Belt,Rose Root,BBQ,Iron Maiden,Nurse,Whispers,1,PC,
2021-05-04,Huntress,1134,Torment Creek,2,24750,1,Infantry Belt,Begrimed Head,BBQ,Iron Maiden,Nurse,Whispers,1,PC,
2021-05-04,Spirit,1204,Torment Creek,4,31000,0,Kaiun Talisman,Muddy Sports Day Cap,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-04,Spirit,1232,Torment Creek,3,30500,0,Mother-Daughter Ring,Yakuyoke Amulet,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-04,Spirit,1412,Rotten Fields,4,32000,0,Mother-Daughter Ring,Yakuyoke Amulet,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-04,Spirit,1527,Rotten Fields,3,31300,0,Mother-Daughter Ring,Yakuyoke Amulet,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-04,Spirit,2026,Midwich,4,32000,0,Mother-Daughter Ring,Yakuyoke Amulet,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-05,Spirit,1348,Midwich,4,29606,0,Mother-Daughter Ring,Yakuyoke Amulet,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-05,Spirit,1414,Father Campbell's Chapel,4,31800,0,Katsumori Talisman,Kaiun Talisman,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-05,Spirit,1440,Torment Creek,3,28499,0,Katsumori Talisman,Kaiun Talisman,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-05,Spirit,1507,Wretched Shop,4,30391,0,Dirty Uwabaki,Kaiun Talisman,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-05,Spirit,1542,Father Campbell's Chapel,3,27970,0,Dirty Uwabaki,Kaiun Talisman,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-06,Spirit,101,Rotten Fields,4,23884,0,Shiawase Amulet,Kaiun Talisman,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-06,Spirit,113,Ironworks of Misery,4,22726,0,Shiawase Amulet,Kaiun Talisman,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-06,Spirit,135,Treatment Theater,2,24184,0,Rusty Flute,Bloody Hair Brooch,Rancor,Haunted,Spirit Fury,None,1,PC,
2021-05-06,Spirit,453,Dead Dawg Saloon,1,23607,0,Shiawase Amulet,Kaiun Talisman,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-06,Hag,203,Fractured Cowshed,4,31400,0,Dried Cicada,Dragonfly Wings,Devour,Third Seal,Ruin,None,1,PC,Adept!
2021-05-06,Spirit,2346,Torment Creek,4,24018,0,Shiawase Amulet,Kaiun Talisman,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-07,Spirit,9,Azarov's Resting Place,4,31700,0,Shiawase Amulet,Kaiun Talisman,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-07,Spirit,123,Azarov's Resting Place,3,21245,0,Shiawase Amulet,Kaiun Talisman,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-08,Spirit,122,Ormond,3,27445,0,Shiawase Amulet,Kaiun Talisman,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-09,Spirit,1520,Dead Dawg Saloon,4,30337,0,Shiawase Amulet,Kaiun Talisman,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-10,Spirit,1651,Treatment Theater,3,31200,0,Shiawase Amulet,Kaiun Talisman,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-11,Trapper,1626,Ormond,4,25217,0,Honing Stone,Trapper Bag,BBQ,Agitation,Mad Grit,Iron Grasp,1,PC,
2021-05-11,Trapper,1645,Ormond,0,16234,0,Honing Stone,Trapper Bag,BBQ,Agitation,Mad Grit,Iron Grasp,1,PC,
2021-05-11,Spirit,1707,Grim Pantry,4,32000,0,Mother-Daughter Ring,Yakuyoke Amulet,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-11,Spirit,2214,Shelter Woods,4,32000,0,Mother-Daughter Ring,Yakuyoke Amulet,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-12,Spirit,556,Shelter Woods,4,23423,0,Mother-Daughter Ring,Yakuyoke Amulet,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-12,Spirit,1554,Hawkins,4,29354,0,Mother-Daughter Ring,Yakuyoke Amulet,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-12,Spirit,2245,Coal Tower,3,28200,0,Mother-Daughter Ring,Yakuyoke Amulet,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-13,Spirit,442,Shelter Woods,4,32000,0,Mother-Daughter Ring,Yakuyoke Amulet,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-15,Spirit,1227,Disturbed Ward,1,28600,0,Katsumori Talisman,Kaiun Talisman,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-20,Spirit,109,Haddonfield,4,26462,0,Katsumori Talisman,Kaiun Talisman,BBQ,Stridor,Surge,Pop,1,PC,
2021-05-20,Spirit,633,Azarov's Resting Place,1,27400,0,Katsumori Talisman,Kaiun Talisman,BBQ,Stridor,Surge,Pop,1,PC,
2021-05-20,Freddy,144,Badham Preschool,1,29405,0,Nancy's Sketch,Wool Shirt,Remember Me,Blood Warden,Fire Up,None,1,PC,
2021-05-20,Freddy,211,Ironworks of Misery,3,31570,0,Nancy's Sketch,Wool Shirt,Remember Me,Blood Warden,Fire Up,None,1,PC,
2021-05-20,Legion,612,Azarov's Resting Place,0,26784,0,Mural Sketch,Cold Dirt,BBQ,Pop,Surge,Bamboozle,1,PC,
2021-05-21,Spirit,349,Rancid Abattoir,0,25320,0,Dirty Uwabaki,Kaiun Talisman,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-21,Spirit,408,Father Campbell's Chapel,0,25200,0,Shiawase Amulet,Kaiun Talisman,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-21,Huntress,426,Fractured Cowshed,4,29015,0,Leather Loop,Bandaged Haft,BBQ,Iron Maiden,Nurse,Whispers,1,PC,
2021-05-21,Huntress,448,Suffocation Pit,1,26378,0,Deerskin Gloves,Bandaged Haft,BBQ,I'm All Ears,Nurse,Whispers,1,PC,
2021-05-21,Huntress,504,Hawkins,0,22290,0,Infantry Belt,Oak Haft,BBQ,Spies from the Shadows,Nurse,Whispers,1,PC,
2021-05-21,Spirit,522,Hawkins,4,31205,0,Dirty Uwabaki,Kaiun Talisman,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-21,Huntress,541,Coal Tower,0,24928,0,Manna Grass Braid,Bandaged Haft,BBQ,Spies from the Shadows,Nurse,Whispers,1,PC,
2021-05-21,Spirit,601,Rancid Abattoir,4,31346,0,Father's Glasses,Yakuyoke Amulet,BBQ,Stridor,Surge,Sloppy,1,PC,
2021-05-21,Huntress,634,Shelter Woods,0,18760,0,Infantry Belt,Oak Haft,BBQ,I'm All Ears,Nurse,Whispers,1,PC,
2021-05-21,Huntress,713,Fractured Cowshed,1,27284,0,Infantry Belt,Oak Haft,BBQ,Pop,Nurse,Whispers,1,PC,
2021-05-21,Pig,728,Fractured Cowshed,4,20829,0,Tampered Timer,Jigsaw's Sketch,BBQ,Whispers,Bamboozle,Enduring,1,PC,
2021-05-21,Pig,800,The Game,4,31000,0,Tampered Timer,Jigsaw's Sketch,BBQ,Whispers,Bamboozle,Enduring,1,PC,
2021-05-21,Pig,816,Treatment Theater,3,16820,0,Tampered Timer,Crate of Gears,BBQ,Whispers,Bamboozle,Enduring,1,PC,
2021-05-21,Pig,1359,Treatment Theater,3,25527,0,Combat Straps,Last Will,BBQ,Whispers,Bamboozle,Enduring,1,PC,
2021-05-21,Pig,1425,Rancid Abattoir,4,30096,0,Combat Straps,Last Will,BBQ,Whispers,Bamboozle,Enduring,1,PC,
2021-05-21,Pig,1443,Wretched Shop,4,21927,0,Combat Straps,Last Will,BBQ,Whispers,Bamboozle,Enduring,1,PC,
2021-05-22,Pig,43,The Game,3,28363,0,Combat Straps,Last Will,Franklin's,Surge,Surveillance,Thanatophobia,1,PC,
2021-05-22,Pig,210,Father Campbell's Chapel,4,28033,0,Combat Straps,Last Will,Make Your Choice,Hangman's Trick,Surveillance,None,1,PC,Adept!
2021-05-22,Pig,230,Suffocation Pit,4,21887,0,Combat Straps,Last Will,Franklin's,Make Your Choice,Surveillance,Surge,1,PC,
2021-05-22,Pig,1232,Grim Pantry,1,25458,0,Combat Straps,Last Will,Franklin's,Make Your Choice,Thanatophobia,Surge,1,PC,
2021-05-22,Pig,1557,Midwich,3,29537,0,Combat Straps,Last Will,Franklin's,Make Your Choice,Thanatophobia,Surge,1,PC,
2021-05-22,Pig,2120,Wretched Shop,3,21417,0,Combat Straps,Last Will,Franklin's,Make Your Choice,Thanatophobia,Surge,1,PC,
2021-05-23,Pig,2117,Midwich,2,24694,0,Combat Straps,Last Will,NOED,Enduring,Franklin's,Surge,1,PC,
2021-05-23,Legion,2140,Disturbed Ward,3,26669,0,Mural Sketch,Cold Dirt,BBQ,Pop,Surge,Bamboozle,1,PC,
2021-05-24,Pig,337,Badham Preschool,4,23152,0,Combat Straps,Last Will,NOED,Enduring,Franklin's,Surge,1,PC,
2021-05-24,Spirit,431,Dead Dawg Saloon,4,27140,0,Yakuyoke Amulet,Dirty Uwabaki,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-24,Spirit,451,Rancid Abattoir,0,26700,0,Yakuyoke Amulet,Dirty Uwabaki,BBQ,Stridor,Surge,Pop,1,PC,
2021-05-24,Pig,505,Grim Pantry,4,25511,0,Combat Straps,Last Will,NOED,Enduring,Franklin's,Surge,1,PC,
2021-05-24,Pig,532,Blood Lodge,1,27490,0,Combat Straps,Last Will,Spirit Fury,Enduring,Franklin's,Surge,1,PC,
2021-05-24,Ghostface,542,Father Campbell's Chapel,4,29730,0,Chewed Pen,Olsen's Address Book,Spies from the Shadows,Whispers,Sloppy,NOED,1,PC,
2021-05-24,Ghostface,608,Disturbed Ward,3,28080,0,Chewed Pen,Olsen's Address Book,Spies from the Shadows,Whispers,Sloppy,NOED,1,PC,
2021-05-24,Ghostface,626,Badham Preschool,2,16897,0,Walleyes Matchbook,Olsen's Address Book,Spies from the Shadows,Whispers,Sloppy,NOED,1,PC,
2021-05-24,Pig,640,Gas Heaven,1,15996,0,Combat Straps,Last Will,NOED,Enduring,Franklin's,Surge,1,PC,
2021-05-24,Pig,700,Ironworks of Misery,2,24646,0,Combat Straps,Last Will,NOED,Enduring,Franklin's,Surge,1,PC,
2021-05-24,Pig,801,Grim Pantry,3,27714,0,Combat Straps,Last Will,NOED,Enduring,Franklin's,Surge,1,PC,
2021-05-24,Pig,823,Haddonfield,4,24399,0,Combat Straps,Last Will,NOED,Enduring,Franklin's,Surge,1,PC,
2021-05-25,Pig,627,Badham Preschool,2,22494,0,Combat Straps,Last Will,NOED,Enduring,Franklin's,Surge,1,PC,
2021-05-25,Spirit,639,Torment Creek,4,16638,0,Yakuyoke Amulet,Dirty Uwabaki,BBQ,Stridor,Surge,Ruin,1,PC,
2021-05-25,Pig,805,Dead Dawg Saloon,4,30462,0,Combat Straps,Last Will,NOED,Enduring,Spirit Fury,Surge,1,PC,
2021-05-25,Pig,1325,Ormond,1,22504,0,Combat Straps,Last Will,Whispers,Bamboozle,Spirit Fury,Enduring,1,PC,
2021-05-25,Pig,1341,Sanctum of Wrath,4,28072,0,Combat Straps,Last Will,Whispers,Bamboozle,Spirit Fury,Enduring,1,PC,
2021-05-25,Pig,1415,Treatment Theater,4,23712,0,Combat Straps,Last Will,BBQ,Bamboozle,Spirit Fury,Enduring,1,PC,
2021-05-25,Pig,1609,Disturbed Ward,4,29502,0,Combat Straps,Last Will,BBQ,Bamboozle,Spirit Fury,Enduring,1,PC,
2021-05-25,Pig,1629,Temple of Purgation,4,31191,0,Tampered Timer,Crate of Gears,BBQ,Bamboozle,Spirit Fury,Enduring,1,PC,
2021-05-25,Pig,1644,Fractured Cowshed,1,15331,0,Tampered Timer,Crate of Gears,BBQ,Bamboozle,Spirit Fury,Enduring,1,PC,
2021-05-25,Pig,1659,Disturbed Ward,2,19340,0,Last Will,Bag of Gears,BBQ,Bamboozle,Spirit Fury,Enduring,1,PC,
2021-05-25,Pig,1718,Wretched Shop,3,26428,0,Last Will,Bag of Gears,BBQ,Surge,Spirit Fury,Enduring,1,PC,
2021-05-25,Pig,1740,Grim Pantry,4,27040,0,Combat Straps,Video Tape,Monitor,Whispers,Spirit Fury,Enduring,1,PC,
2021-05-25,Pig,2003,Blood Lodge,4,26319,0,Tampered Timer,Jigsaw's Sketch,Monitor,Whispers,Bamboozle,Enduring,1,PC,
2021-05-25,Pig,2028,Ormond,1,24527,0,Tampered Timer,Jigsaw's Sketch,BBQ,Bamboozle,Spirit Fury,Enduring,1,PC,
2021-05-25,Pig,2102,Ironworks of Misery,1,17292,0,Last Will,Face Mask,Knockout,Third Seal,Spirit Fury,Enduring,1,PC,
2021-05-25,Pig,2123,Hawkins,4,31085,0,Last Will,Combat Straps,BBQ,Bamboozle,Spirit Fury,Enduring,1,PC,
2021-05-25,Pig,2151,Ormond,4,26811,0,Tampered Timer,Jigsaw's Sketch,BBQ,Bamboozle,Spirit Fury,Enduring,1,PC,
2021-05-26,Pig,8,Temple of Purgation,4,22866,0,Jigsaw's Annotated Plan,Jigsaw's Sketch,BBQ,Bamboozle,Spirit Fury,Enduring,1,PC,
2021-05-26,Pig,46,Disturbed Ward,4,23496,0,Jigsaw's Annotated Plan,Jigsaw's Sketch,BBQ,Bamboozle,Spirit Fury,Enduring,1,PC,
2021-05-26,Pig,103,Ormond,2,25601,0,Jigsaw's Annotated Plan,Jigsaw's Sketch,BBQ,Bamboozle,Spirit Fury,Enduring,1,PC,
2021-05-26,Pig,124,The Game,4,27599,0,Jigsaw's Annotated Plan,Jigsaw's Sketch,BBQ,Pop,Spirit Fury,Enduring,1,PC,
2021-05-26,Pig,649,Azarov's Resting Place,4,28638,0,Jigsaw's Annotated Plan,Jigsaw's Sketch,Nurse,Discordance,Sloppy,Surge,1,PC,
2021-05-26,Pig,1249,Temple of Purgation,4,28581,0,Jigsaw's Annotated Plan,Jigsaw's Sketch,BBQ,Pop,Bamboozle,Enduring,1,PC,
2021-05-26,Pig,2143,Wretched Shop,3,21589,0,Tampered Timer,Crate of Gears,BBQ,Pop,Bamboozle,Enduring,1,PC,
2021-05-26,Pig,2208,Hawkins,4,29357,0,Tampered Timer,Crate of Gears,BBQ,Discordance,Pop,Surge,1,PC,
2021-05-26,Pig,2225,Wrecker's Yard,4,23817,1,Tampered Timer,Crate of Gears,BBQ,Discordance,Pop,Surge,1,PC,
2021-05-26,Pig,2303,Dead Dawg Saloon,3,24919,0,Tampered Timer,Crate of Gears,BBQ,Bamboozle,Enduring,Whispers,1,PC,
2021-05-27,Pig,453,Treatment Theater,4,29781,1,Last Will,Combat Straps,BBQ,Discordance,Surge,Pop,1,PC,
2021-05-27,Pig,521,Groaning Storehouse,3,26366,0,Last Will,Bag of Gears,BBQ,Discordance,Surge,Pop,1,PC,
2021-05-27,Pig,551,Grim Pantry,4,24552,0,Last Will,Bag of Gears,BBQ,Whispers,Bamboozle,Enduring,1,PC,
